#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 10 06 10 48 290  2.1  2.6    MM    MM    MM  MM 1014.1    MM  16.1    MM   MM   MM    MM
2024 10 06 10 42 310  2.6  3.1    MM    MM    MM  MM 1014.1    MM  16.1    MM   MM   MM    MM
2024 10 06 10 36 300  2.1  2.6    MM    MM    MM  MM 1014.0    MM  16.1    MM   MM   MM    MM
2024 10 06 10 30 360  1.0  1.0    MM    MM    MM  MM 1014.0  16.8  16.1    MM   MM   MM    MM
2024 10 06 10 24  10  1.5  2.1    MM    MM    MM  MM 1014.0  16.8  16.1    MM   MM   MM    MM
2024 10 06 10 18 340  1.5  2.1    MM    MM    MM  MM 1014.0  16.8  16.1    MM   MM   MM    MM
2024 10 06 10 12 360  1.5  2.1    MM    MM    MM  MM 1014.0  16.9  16.1    MM   MM   MM    MM
2024 10 06 10 06  20  1.5  2.1    MM    MM    MM  MM 1014.0  16.8  16.1    MM   MM   MM    MM
2024 10 06 10 00  10  1.5  2.1    MM    MM    MM  MM 1014.0    MM  16.1    MM   MM +0.0    MM
2024 10 06 09 54 340  2.1  2.1    MM    MM    MM  MM 1014.0    MM  16.2    MM   MM   MM    MM
2024 10 06 09 48 330  1.5  2.6    MM    MM    MM  MM 1014.0  16.9  16.2    MM   MM   MM    MM
2024 10 06 09 42 300  1.5  2.1    MM    MM    MM  MM 1014.0  16.9  16.2    MM   MM   MM    MM
2024 10 06 09 36 310  1.5  2.1    MM    MM    MM  MM 1014.0  16.9  16.2    MM   MM   MM    MM
2024 10 06 09 30 360  1.0  2.1    MM    MM    MM  MM 1014.1  16.9  16.1    MM   MM   MM    MM
2024 10 06 09 24 320  1.0  2.6    MM    MM    MM  MM 1014.1  16.9  16.2    MM   MM   MM    MM
2024 10 06 09 18 270  1.5  2.1    MM    MM    MM  MM 1014.1    MM  16.2    MM   MM   MM    MM
2024 10 06 09 12 260  1.0  1.5    MM    MM    MM  MM 1014.2  16.9  16.2    MM   MM   MM    MM
2024 10 06 09 06 270  1.0  1.5    MM    MM    MM  MM 1014.2  17.0  16.3    MM   MM   MM    MM
2024 10 06 09 00  MM  0.0  1.0    MM    MM    MM  MM 1014.3  17.0  16.3    MM   MM -0.0    MM
2024 10 06 08 54 270  1.0  1.5    MM    MM    MM  MM 1014.3  17.0  16.3    MM   MM   MM    MM
2024 10 06 08 48 270  1.5  2.1    MM    MM    MM  MM 1014.3    MM    MM    MM   MM   MM    MM
2024 10 06 08 42 260  1.5  2.1    MM    MM    MM  MM 1014.2  17.1  16.5    MM   MM   MM    MM
2024 10 06 08 36 280  1.5  2.1    MM    MM    MM  MM 1014.2  17.1  16.5    MM   MM   MM    MM
2024 10 06 08 30 270  2.1  2.1    MM    MM    MM  MM 1014.2  17.2  16.6    MM   MM   MM    MM
2024 10 06 08 24 280  1.5  2.1    MM    MM    MM  MM 1014.2  17.2  16.6    MM   MM   MM    MM
2024 10 06 08 18 290  1.5  2.1    MM    MM    MM  MM 1014.2  17.3  16.7    MM   MM   MM    MM
2024 10 06 08 12 280  0.5  2.1    MM    MM    MM  MM 1014.1  17.3  16.7    MM   MM   MM    MM
2024 10 06 08 06 280  1.5  2.1    MM    MM    MM  MM 1014.1  17.4  16.8    MM   MM   MM    MM
2024 10 06 08 00 280  1.0  1.5    MM    MM    MM  MM 1014.2  17.4  16.9    MM   MM +0.0    MM
2024 10 06 07 54 270  1.0  1.5    MM    MM    MM  MM 1014.1  17.4  16.9    MM   MM   MM    MM
2024 10 06 07 48 280  1.5  2.1    MM    MM    MM  MM 1014.0  17.5  17.0    MM   MM   MM    MM
2024 10 06 07 42 210  1.0  1.5    MM    MM    MM  MM 1014.0  17.5  17.0    MM   MM   MM    MM
2024 10 06 07 36 240  1.0  1.5    MM    MM    MM  MM 1014.0  17.5  17.1    MM   MM   MM    MM
2024 10 06 07 30 230  1.0  1.5    MM    MM    MM  MM 1013.9  17.5  17.1    MM   MM   MM    MM
2024 10 06 07 24  MM  0.0  1.0    MM    MM    MM  MM 1014.0  17.5  17.2    MM   MM   MM    MM
2024 10 06 07 18 190  1.0  1.5    MM    MM    MM  MM 1014.1    MM  17.4    MM   MM   MM    MM
2024 10 06 07 12 150  1.0  1.5    MM    MM    MM  MM 1014.1  17.6  17.7    MM   MM   MM    MM
2024 10 06 07 06 210  1.0  1.5    MM    MM    MM  MM 1014.1  17.7  17.8    MM   MM   MM    MM
2024 10 06 07 00  MM  0.0  0.5    MM    MM    MM  MM 1014.1  17.7  17.8    MM   MM -0.3    MM
2024 10 06 06 54  MM  0.0  0.5    MM    MM    MM  MM 1014.2  17.7  17.8    MM   MM   MM    MM
2024 10 06 06 48 120  0.5  1.5    MM    MM    MM  MM 1014.2    MM  17.9    MM   MM   MM    MM
2024 10 06 06 42 130  1.0  1.5    MM    MM    MM  MM 1014.3  17.7  17.9    MM   MM   MM    MM
2024 10 06 06 36  MM  0.0  0.5    MM    MM    MM  MM 1014.3  17.8  17.9    MM   MM   MM    MM
2024 10 06 06 30  MM  0.0  0.5    MM    MM    MM  MM 1014.3  17.8  18.0    MM   MM   MM    MM
2024 10 06 06 24  MM  0.0  0.5    MM    MM    MM  MM 1014.3  17.8  18.0    MM   MM   MM    MM
2024 10 06 06 18 180  0.5  1.0    MM    MM    MM  MM 1014.4    MM  18.0    MM   MM   MM    MM
2024 10 06 06 12  60  1.0  2.1    MM    MM    MM  MM 1014.4  17.8  18.0    MM   MM   MM    MM
2024 10 06 06 06 240  1.0  1.5    MM    MM    MM  MM 1014.4  17.8  18.0    MM   MM   MM    MM
2024 10 06 06 00  MM  0.0  1.0    MM    MM    MM  MM 1014.4  17.8  18.0    MM   MM +0.5    MM
2024 10 06 05 54  40  0.5  2.6    MM    MM    MM  MM 1014.4  17.8  18.0    MM   MM   MM    MM
2024 10 06 05 48  40  2.6  3.6    MM    MM    MM  MM 1014.2    MM  17.9    MM   MM   MM    MM
2024 10 06 05 42  20  2.1  2.6    MM    MM    MM  MM 1014.3    MM  17.8    MM   MM   MM    MM
2024 10 06 05 36 350  1.5  2.6    MM    MM    MM  MM 1014.4    MM  17.7    MM   MM   MM    MM
2024 10 06 05 30 360  1.5  2.1    MM    MM    MM  MM 1014.4  17.7  17.7    MM   MM   MM    MM
2024 10 06 05 24 340  1.5  2.1    MM    MM    MM  MM 1014.4  17.7  17.7    MM   MM   MM    MM
2024 10 06 05 18 360  1.5  2.6    MM    MM    MM  MM 1014.4  17.7  17.7    MM   MM   MM    MM
2024 10 06 05 12  30  2.6  3.1    MM    MM    MM  MM 1014.4  17.7  17.7    MM   MM   MM    MM
2024 10 06 05 06 360  2.1  3.1    MM    MM    MM  MM 1014.4  17.6  17.7    MM   MM   MM    MM
2024 10 06 05 00  10  2.6  3.1    MM    MM    MM  MM 1014.3  17.6  17.7    MM   MM +0.7    MM
2024 10 06 04 54 350  2.6  3.1    MM    MM    MM  MM 1014.4  17.7  17.7    MM   MM   MM    MM
2024 10 06 04 48  10  1.5  2.6    MM    MM    MM  MM 1014.4  17.7  17.7    MM   MM   MM    MM
2024 10 06 04 42  20  2.6  3.1    MM    MM    MM  MM 1014.4  17.8  17.7    MM   MM   MM    MM
2024 10 06 04 36  20  2.6  3.6    MM    MM    MM  MM 1014.3  17.8  17.7    MM   MM   MM    MM
2024 10 06 04 30  30  2.1  2.6    MM    MM    MM  MM 1014.3  17.9  17.7    MM   MM   MM    MM
2024 10 06 04 24  40  2.1  2.1    MM    MM    MM  MM 1014.3  17.9  17.7    MM   MM   MM    MM
2024 10 06 04 18  30  2.1  2.1    MM    MM    MM  MM 1014.4  17.8  17.7    MM   MM   MM    MM
2024 10 06 04 12  20  2.1  2.1    MM    MM    MM  MM 1014.3  17.8  17.7    MM   MM   MM    MM
2024 10 06 04 06  10  1.0  2.1    MM    MM    MM  MM 1014.4  17.9  17.7    MM   MM   MM    MM
2024 10 06 04 00  10  1.5  2.6    MM    MM    MM  MM 1014.4  17.8  17.7    MM   MM +0.9    MM
2024 10 06 03 54 350  2.1  3.1    MM    MM    MM  MM 1014.4  17.8  17.7    MM   MM   MM    MM
2024 10 06 03 48  10  2.1  2.1    MM    MM    MM  MM 1014.4    MM  17.7    MM   MM   MM    MM
2024 10 06 03 42  30  1.5  2.6    MM    MM    MM  MM 1014.4    MM  17.7    MM   MM   MM    MM
2024 10 06 03 36  10  2.1  2.6    MM    MM    MM  MM 1014.3    MM  17.7    MM   MM   MM    MM
2024 10 06 03 30 340  2.1  4.1    MM    MM    MM  MM 1014.2  17.8  17.6    MM   MM   MM    MM
2024 10 06 03 24 350  4.1  4.6    MM    MM    MM  MM 1014.1  17.7  17.6    MM   MM   MM    MM
2024 10 06 03 18 360  2.6  3.1    MM    MM    MM  MM 1014.1  17.8  17.5    MM   MM   MM    MM
2024 10 06 03 12 360  2.6  3.6    MM    MM    MM  MM 1014.1  17.8  17.3    MM   MM   MM    MM
2024 10 06 03 06  10  2.6  3.1    MM    MM    MM  MM 1014.0  17.8  17.1    MM   MM   MM    MM
2024 10 06 03 00 360  2.6  3.1    MM    MM    MM  MM 1013.9  17.8  17.0    MM   MM +0.7    MM
2024 10 06 02 54  20  2.6  3.1    MM    MM    MM  MM 1013.9  17.7  16.8    MM   MM   MM    MM
2024 10 06 02 48  10  2.1  2.6    MM    MM    MM  MM 1013.9  17.7  16.7    MM   MM   MM    MM
2024 10 06 02 42 360  1.5  2.1    MM    MM    MM  MM 1013.9  17.7  16.4    MM   MM   MM    MM
2024 10 06 02 36 340  2.1  3.1    MM    MM    MM  MM 1013.9  17.7  16.1    MM   MM   MM    MM
2024 10 06 02 30 350  2.1  2.6    MM    MM    MM  MM 1013.8  17.7  16.1    MM   MM   MM    MM
2024 10 06 02 24 350  2.1  3.1    MM    MM    MM  MM 1013.8  17.7  15.9    MM   MM   MM    MM
2024 10 06 02 18 340  2.6  3.1    MM    MM    MM  MM 1013.8  17.7  15.8    MM   MM   MM    MM
2024 10 06 02 12 350  2.6  3.1    MM    MM    MM  MM 1013.7  17.7  15.6    MM   MM   MM    MM
2024 10 06 02 06 290  1.0  2.6    MM    MM    MM  MM 1013.6  17.7  15.5    MM   MM   MM    MM
2024 10 06 02 00 320  2.1  3.1    MM    MM    MM  MM 1013.6  17.7  15.5    MM   MM +0.4    MM
2024 10 06 01 54 320  1.5  2.6    MM    MM    MM  MM 1013.7  17.7  15.5    MM   MM   MM    MM
2024 10 06 01 48 340  2.1  2.6    MM    MM    MM  MM 1013.6  17.7  15.5    MM   MM   MM    MM
2024 10 06 01 42 340  2.1  2.6    MM    MM    MM  MM 1013.6  17.7  15.6    MM   MM   MM    MM
2024 10 06 01 36 300  1.5  2.6    MM    MM    MM  MM 1013.6  17.7  15.6    MM   MM   MM    MM
2024 10 06 01 30 320  1.5  2.1    MM    MM    MM  MM 1013.6  17.7  15.6    MM   MM   MM    MM
2024 10 06 01 24 290  1.5  3.1    MM    MM    MM  MM 1013.6  17.7  15.6    MM   MM   MM    MM
2024 10 06 01 18 340  3.1  3.6    MM    MM    MM  MM 1013.5  17.7  15.6    MM   MM   MM    MM
2024 10 06 01 12 330  3.1  3.6    MM    MM    MM  MM 1013.6  17.7  15.7    MM   MM   MM    MM
2024 10 06 01 06 350  2.1  3.6    MM    MM    MM  MM 1013.5  17.7  15.7    MM   MM   MM    MM
2024 10 06 01 00 340  3.1  3.6    MM    MM    MM  MM 1013.5  17.7  15.8    MM   MM   MM    MM
2024 10 06 00 54 330  2.6  3.6    MM    MM    MM  MM 1013.5  17.7  15.8    MM   MM   MM    MM
2024 10 06 00 48 330  2.1  3.1    MM    MM    MM  MM 1013.5  17.6  15.9    MM   MM   MM    MM
2024 10 06 00 42 320  2.6  3.6    MM    MM    MM  MM 1013.5  17.6  15.9    MM   MM   MM    MM
2024 10 06 00 36 310  3.1  4.1    MM    MM    MM  MM 1013.5  17.6  16.0    MM   MM   MM    MM
2024 10 06 00 30 290  2.6  3.6    MM    MM    MM  MM 1013.4  17.7  16.1    MM   MM   MM    MM
2024 10 06 00 24 320  1.5  2.1    MM    MM    MM  MM 1013.4  17.6  16.1    MM   MM   MM    MM
2024 10 06 00 18 330  2.6  3.1    MM    MM    MM  MM 1013.4  17.6  16.1    MM   MM   MM    MM
2024 10 06 00 12 310  3.1  4.6    MM    MM    MM  MM 1013.3  17.5  16.1    MM   MM   MM    MM
2024 10 06 00 06 300  3.1  4.1    MM    MM    MM  MM 1013.3  17.6  16.1    MM   MM   MM    MM
2024 10 06 00 00 300  2.6  3.6    MM    MM    MM  MM 1013.2  17.7  16.1    MM   MM -0.7    MM
2024 10 05 23 54 280  2.1  4.1    MM    MM    MM  MM 1013.3  17.7  16.0    MM   MM   MM    MM
2024 10 05 23 48 290  3.6  4.1    MM    MM    MM  MM 1013.3  17.7  16.0    MM   MM   MM    MM
2024 10 05 23 42 300  3.6  3.6    MM    MM    MM  MM 1013.2  17.8  15.9    MM   MM   MM    MM
2024 10 05 23 36 310  3.1  4.1    MM    MM    MM  MM 1013.3  17.9  15.9    MM   MM   MM    MM
2024 10 05 23 30 310  2.6  3.1    MM    MM    MM  MM 1013.2  17.9  16.0    MM   MM   MM    MM
2024 10 05 23 24 310  3.1  3.6    MM    MM    MM  MM 1013.2  17.8  16.1    MM   MM   MM    MM
2024 10 05 23 18 300  2.1  2.6    MM    MM    MM  MM 1013.1  17.8  16.2    MM   MM   MM    MM
2024 10 05 23 12 320  2.6  3.1    MM    MM    MM  MM 1013.2  17.7  16.2    MM   MM   MM    MM
2024 10 05 23 06 310  2.1  3.1    MM    MM    MM  MM 1013.2  17.7  16.3    MM   MM   MM    MM
2024 10 05 23 00 310  2.6  3.1    MM    MM    MM  MM 1013.2  17.7  16.3    MM   MM -1.4    MM
2024 10 05 22 54 310  2.1  2.6    MM    MM    MM  MM 1013.3  17.7  16.4    MM   MM   MM    MM
2024 10 05 22 48 300  1.5  2.1    MM    MM    MM  MM 1013.3  17.8  16.4    MM   MM   MM    MM
2024 10 05 22 42 310  2.6  3.1    MM    MM    MM  MM 1013.3  17.7  16.4    MM   MM   MM    MM
2024 10 05 22 36 340  1.5  2.6    MM    MM    MM  MM 1013.3  17.6  16.4    MM   MM   MM    MM
2024 10 05 22 30 320  2.6  3.1    MM    MM    MM  MM 1013.3  17.6  16.5    MM   MM   MM    MM
2024 10 05 22 24 320  3.1  3.6    MM    MM    MM  MM 1013.3  17.6  16.6    MM   MM   MM    MM
2024 10 05 22 18 290  2.1  2.6    MM    MM    MM  MM 1013.3  17.8  16.6    MM   MM   MM    MM
2024 10 05 22 12 310  2.1  2.6    MM    MM    MM  MM 1013.3  17.7  16.6    MM   MM   MM    MM
2024 10 05 22 06 350  1.5  2.6    MM    MM    MM  MM 1013.2  17.8  16.6    MM   MM   MM    MM
2024 10 05 22 00 350  1.5  2.1    MM    MM    MM  MM     MM  17.8  16.9    MM   MM   MM    MM
2024 10 05 21 54 360  1.5  2.1    MM    MM    MM  MM     MM  17.7  16.9    MM   MM   MM    MM
2024 10 05 21 48 360  2.1  2.6    MM    MM    MM  MM 1013.3  17.7  17.0    MM   MM   MM    MM
2024 10 05 21 42  10  2.6  3.1    MM    MM    MM  MM 1013.3  17.7  17.1    MM   MM   MM    MM
2024 10 05 21 36 360  2.6  2.6    MM    MM    MM  MM 1013.5  17.6  17.0    MM   MM   MM    MM
2024 10 05 21 30 350  2.6  3.1    MM    MM    MM  MM 1013.5    MM  17.2    MM   MM   MM    MM
2024 10 05 21 24 350  1.0  1.5    MM    MM    MM  MM 1013.6    MM  17.3    MM   MM   MM    MM
2024 10 05 21 18  10  1.5  2.1    MM    MM    MM  MM 1013.6  17.5  17.2    MM   MM   MM    MM
2024 10 05 21 12 360  1.5  2.6    MM    MM    MM  MM 1013.7  17.5  17.1    MM   MM   MM    MM
2024 10 05 21 06 340  2.6  3.1    MM    MM    MM  MM 1013.7  17.5  17.2    MM   MM   MM    MM
2024 10 05 21 00 330  2.6  2.6    MM    MM    MM  MM 1013.9  17.5  17.1    MM   MM -1.7    MM
2024 10 05 20 54 350  2.6  3.1    MM    MM    MM  MM 1013.9  17.4  17.2    MM   MM   MM    MM
2024 10 05 20 48 340  3.1  4.1    MM    MM    MM  MM 1014.0    MM  17.5    MM   MM   MM    MM
2024 10 05 20 42 340  3.1  3.1    MM    MM    MM  MM 1014.1    MM  17.7    MM   MM   MM    MM
2024 10 05 20 36 330  2.6  3.1    MM    MM    MM  MM 1014.3    MM  17.7    MM   MM   MM    MM
2024 10 05 20 30 340  2.1  2.6    MM    MM    MM  MM 1014.3  17.4  17.5    MM   MM   MM    MM
2024 10 05 20 24 320  2.1  3.6    MM    MM    MM  MM 1014.4  17.5  17.7    MM   MM   MM    MM
2024 10 05 20 18 340  3.1  3.6    MM    MM    MM  MM 1014.4  17.3  17.8    MM   MM   MM    MM
2024 10 05 20 12 330  2.6  2.6    MM    MM    MM  MM 1014.5  17.4  17.8    MM   MM   MM    MM
2024 10 05 20 06 310  2.1  3.1    MM    MM    MM  MM 1014.7  17.3  17.8    MM   MM   MM    MM
2024 10 05 20 00 310  3.1  3.6    MM    MM    MM  MM 1014.6  17.3  17.8    MM   MM -1.0    MM
2024 10 05 19 54 290  2.1  3.1    MM    MM    MM  MM 1014.8  17.4  17.8    MM   MM   MM    MM
2024 10 05 19 48 330  2.1  3.1    MM    MM    MM  MM 1014.8  17.3  17.8    MM   MM   MM    MM
2024 10 05 19 42 310  2.1  2.6    MM    MM    MM  MM 1014.8  17.3  17.8    MM   MM   MM    MM
2024 10 05 19 36 300  1.5  2.6    MM    MM    MM  MM 1015.0  17.3  17.8    MM   MM   MM    MM
2024 10 05 19 30 320  2.1  2.6    MM    MM    MM  MM 1014.9  17.2  17.8    MM   MM   MM    MM
2024 10 05 19 24 290  1.5  2.6    MM    MM    MM  MM 1015.1  17.2  17.8    MM   MM   MM    MM
2024 10 05 19 18 310  2.6  2.6    MM    MM    MM  MM 1015.2  17.0  17.8    MM   MM   MM    MM
2024 10 05 19 12 300  1.0  1.5    MM    MM    MM  MM 1015.2  17.1  17.8    MM   MM   MM    MM
2024 10 05 19 06 280  1.5  2.6    MM    MM    MM  MM 1015.2  17.0  17.8    MM   MM   MM    MM
2024 10 05 19 00  MM   MM   MM    MM    MM    MM  MM 1015.2    MM  17.8    MM   MM -0.3    MM
2024 10 05 18 54  MM   MM   MM    MM    MM    MM  MM 1015.3    MM  17.8    MM   MM   MM    MM
2024 10 05 18 48 280  2.6  3.1    MM    MM    MM  MM 1015.6  17.0  17.7    MM   MM   MM    MM
2024 10 05 18 42 290  1.5  2.1    MM    MM    MM  MM 1015.3  17.1  17.7    MM   MM   MM    MM
2024 10 05 18 36 300  1.5  2.6    MM    MM    MM  MM 1015.3  17.1  17.7    MM   MM   MM    MM
2024 10 05 18 30 290  2.1  2.6    MM    MM    MM  MM 1015.3  17.1  17.7    MM   MM   MM    MM
2024 10 05 18 24 290  1.0  2.1    MM    MM    MM  MM 1015.3  17.2  17.6    MM   MM   MM    MM
2024 10 05 18 18 290  1.0  1.5    MM    MM    MM  MM 1015.4  17.1  17.6    MM   MM   MM    MM
2024 10 05 18 12 260  1.0  2.1    MM    MM    MM  MM 1015.5  16.9  17.5    MM   MM   MM    MM
2024 10 05 18 06 260  1.5  2.1    MM    MM    MM  MM 1015.6  16.9  17.5    MM   MM   MM    MM
2024 10 05 18 00 290  1.0  1.5    MM    MM    MM  MM 1015.6  17.1  17.5    MM   MM +0.8    MM
2024 10 05 17 54 300  1.0  1.5    MM    MM    MM  MM 1015.5  17.1  17.3    MM   MM   MM    MM
2024 10 05 17 48 320  1.0  1.5    MM    MM    MM  MM 1015.5    MM  17.2    MM   MM   MM    MM
2024 10 05 17 42 320  1.0  1.5    MM    MM    MM  MM 1015.5    MM  17.2    MM   MM   MM    MM
2024 10 05 17 36 290  1.0  1.5    MM    MM    MM  MM 1015.5    MM  17.3    MM   MM   MM    MM
2024 10 05 17 30 290  1.0  1.5    MM    MM    MM  MM 1015.5  16.9  17.4    MM   MM   MM    MM
2024 10 05 17 24 300  1.0  1.0    MM    MM    MM  MM 1015.6  16.9  17.3    MM   MM   MM    MM
2024 10 05 17 18 310  1.0  1.5    MM    MM    MM  MM 1015.6    MM  17.2    MM   MM   MM    MM
2024 10 05 17 12 320  1.0  1.0    MM    MM    MM  MM 1015.6    MM  17.0    MM   MM   MM    MM
2024 10 05 17 06 300  1.0  1.0    MM    MM    MM  MM 1015.6    MM  17.0    MM   MM   MM    MM
2024 10 05 17 00 300  1.0  1.0    MM    MM    MM  MM 1015.6  16.8  17.0    MM   MM +1.6    MM
2024 10 05 16 54 300  1.0  1.5    MM    MM    MM  MM 1015.6  16.7  16.8    MM   MM   MM    MM
2024 10 05 16 48  MM  0.0  0.5    MM    MM    MM  MM 1015.6  17.0  16.6    MM   MM   MM    MM
2024 10 05 16 42  MM  0.0  0.5    MM    MM    MM  MM 1015.6  16.9  16.4    MM   MM   MM    MM
2024 10 05 16 36 310  0.5  1.0    MM    MM    MM  MM 1015.7  16.7  16.3    MM   MM   MM    MM
2024 10 05 16 30 330  1.0  1.5    MM    MM    MM  MM 1015.6  16.7  16.2    MM   MM   MM    MM
2024 10 05 16 24  MM  0.0  1.0    MM    MM    MM  MM 1015.6  16.7  16.1    MM   MM   MM    MM
2024 10 05 16 18  10  1.0  1.5    MM    MM    MM  MM 1015.5  16.6  16.2    MM   MM   MM    MM
2024 10 05 16 12  10  0.5  1.5    MM    MM    MM  MM 1015.6  16.6  16.1    MM   MM   MM    MM
2024 10 05 16 06 330  1.5  1.5    MM    MM    MM  MM 1015.5  16.7  16.1    MM   MM   MM    MM
2024 10 05 16 00  MM  0.0  0.5    MM    MM    MM  MM 1015.5  16.9  16.1    MM   MM +1.8    MM
2024 10 05 15 54  MM  0.0  1.5    MM    MM    MM  MM 1015.4  16.7  16.1    MM   MM   MM    MM
2024 10 05 15 48  10  1.5  1.5    MM    MM    MM  MM 1015.3    MM  16.1    MM   MM   MM    MM
2024 10 05 15 42 340  1.5  2.1    MM    MM    MM  MM 1015.2    MM  16.2    MM   MM   MM    MM
2024 10 05 15 36 330  0.5  1.5    MM    MM    MM  MM 1015.2    MM  16.3    MM   MM   MM    MM
2024 10 05 15 30 310  1.0  1.5    MM    MM    MM  MM 1015.1  16.6  16.4    MM   MM   MM    MM
2024 10 05 15 24 290  1.5  2.6    MM    MM    MM  MM 1015.0  16.6  16.6    MM   MM   MM    MM
2024 10 05 15 18 260  1.0  1.5    MM    MM    MM  MM 1015.0  16.7  17.0    MM   MM   MM    MM
2024 10 05 15 12 300  0.5  1.0    MM    MM    MM  MM 1014.9  16.7  17.3    MM   MM   MM    MM
2024 10 05 15 06 300  1.0  1.5    MM    MM    MM  MM 1014.8  16.7  17.8    MM   MM   MM    MM
2024 10 05 15 00 280  1.0  1.5    MM    MM    MM  MM 1014.8  16.7  17.8    MM   MM +1.1    MM
2024 10 05 14 54 330  1.0  1.0    MM    MM    MM  MM 1014.7  16.8  17.8    MM   MM   MM    MM
2024 10 05 14 48  MM  0.0  0.5    MM    MM    MM  MM 1014.6    MM  17.8    MM   MM   MM    MM
2024 10 05 14 42  MM  0.0  1.0    MM    MM    MM  MM 1014.5    MM  17.8    MM   MM   MM    MM
2024 10 05 14 36 350  1.0  2.1    MM    MM    MM  MM 1014.4    MM  17.8    MM   MM   MM    MM
2024 10 05 14 30 340  1.0  2.1    MM    MM    MM  MM 1014.4  16.7  17.8    MM   MM   MM    MM
2024 10 05 14 24  MM  0.0  1.0    MM    MM    MM  MM 1014.3  16.7  17.8    MM   MM   MM    MM
2024 10 05 14 18 340  1.0  1.5    MM    MM    MM  MM 1014.2  16.7  17.8    MM   MM   MM    MM
2024 10 05 14 12 360  0.5  1.5    MM    MM    MM  MM 1014.1  16.8  17.8    MM   MM   MM    MM
2024 10 05 14 06 350  0.5  1.0    MM    MM    MM  MM 1014.1  16.8  17.8    MM   MM   MM    MM
2024 10 05 14 00 360  1.0  1.5    MM    MM    MM  MM 1014.0  16.8  17.8    MM   MM +0.6    MM
2024 10 05 13 54  50  0.5  1.5    MM    MM    MM  MM 1014.0  16.7  17.8    MM   MM   MM    MM
2024 10 05 13 48  40  1.0  2.1    MM    MM    MM  MM 1014.0  16.8  17.8    MM   MM   MM    MM
2024 10 05 13 42  30  2.1  2.6    MM    MM    MM  MM 1014.0  16.7  17.8    MM   MM   MM    MM
2024 10 05 13 36  20  1.0  2.1    MM    MM    MM  MM 1014.0  16.8  17.7    MM   MM   MM    MM
2024 10 05 13 30  10  0.5  2.6    MM    MM    MM  MM 1014.0  16.8  17.7    MM   MM   MM    MM
2024 10 05 13 24  20  2.1  2.6    MM    MM    MM  MM 1013.9  16.7  17.7    MM   MM   MM    MM
2024 10 05 13 18 360  1.5  2.6    MM    MM    MM  MM 1013.8  16.7  17.7    MM   MM   MM    MM
2024 10 05 13 12  20  2.1  3.6    MM    MM    MM  MM 1013.8  16.7  17.7    MM   MM   MM    MM
2024 10 05 13 06  20  2.6  2.6    MM    MM    MM  MM 1013.7  16.8  17.9    MM   MM   MM    MM
2024 10 05 13 00 350  2.1  3.1    MM    MM    MM  MM 1013.7  16.8  17.9    MM   MM -0.0    MM
2024 10 05 12 54 360  2.1  3.1    MM    MM    MM  MM 1013.7  16.7  17.7    MM   MM   MM    MM
2024 10 05 12 48 350  2.6  2.6    MM    MM    MM  MM 1013.7    MM  17.6    MM   MM   MM    MM
2024 10 05 12 42 360  2.1  3.1    MM    MM    MM  MM 1013.7    MM  17.3    MM   MM   MM    MM
2024 10 05 12 36 350  2.1  2.6    MM    MM    MM  MM 1013.6    MM  17.2    MM   MM   MM    MM
2024 10 05 12 30 340  2.1  2.6    MM    MM    MM  MM 1013.6  16.8  16.7    MM   MM   MM    MM
2024 10 05 12 24 340  2.1  2.6    MM    MM    MM  MM 1013.6  16.8  16.4    MM   MM   MM    MM
2024 10 05 12 18 350  2.6  3.1    MM    MM    MM  MM 1013.6  16.8  16.1    MM   MM   MM    MM
2024 10 05 12 12 350  2.6  2.6    MM    MM    MM  MM 1013.6  16.8  15.8    MM   MM   MM    MM
2024 10 05 12 06  30  2.1  3.1    MM    MM    MM  MM 1013.7  16.7  15.6    MM   MM   MM    MM
2024 10 05 12 00  20  2.1  2.6    MM    MM    MM  MM 1013.7  16.7  15.3    MM   MM -0.4    MM
2024 10 05 11 54 330  2.6  3.1    MM    MM    MM  MM 1013.6  16.7  15.3    MM   MM   MM    MM
2024 10 05 11 48 330  2.6  2.6    MM    MM    MM  MM 1013.6  16.7  15.4    MM   MM   MM    MM
2024 10 05 11 42  20  1.0  1.5    MM    MM    MM  MM 1013.6  16.8  15.4    MM   MM   MM    MM
2024 10 05 11 36  30  1.5  2.6    MM    MM    MM  MM 1013.5  16.7  15.5    MM   MM   MM    MM
2024 10 05 11 30  20  2.6  3.1    MM    MM    MM  MM 1013.5  16.8  15.4    MM   MM   MM    MM
2024 10 05 11 24 360  1.5  2.6    MM    MM    MM  MM 1013.5  16.9  15.5    MM   MM   MM    MM
2024 10 05 11 18 350  1.5  2.6    MM    MM    MM  MM 1013.5  16.8  15.6    MM   MM   MM    MM
2024 10 05 11 12 340  2.6  3.1    MM    MM    MM  MM 1013.5  16.8  15.7    MM   MM   MM    MM
2024 10 05 11 06 360  2.1  3.1    MM    MM    MM  MM 1013.5  16.7  15.9    MM   MM   MM    MM
2024 10 05 11 00 360  1.0  2.1    MM    MM    MM  MM 1013.4    MM  16.1    MM   MM -0.8    MM
