#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 10 14 23 12 250  3.1  4.1    MM    MM    MM  MM 1016.6  18.7  18.0    MM   MM   MM    MM
2024 10 14 23 06 240  3.6  4.1    MM    MM    MM  MM 1016.6  18.7  18.1    MM   MM   MM    MM
2024 10 14 23 00 250  3.6  4.1    MM    MM    MM  MM 1016.6  18.6  18.1    MM   MM -1.3    MM
2024 10 14 22 54 240  4.1  4.6    MM    MM    MM  MM 1016.6  18.6  18.1    MM   MM   MM    MM
2024 10 14 22 48 240  4.1  4.6    MM    MM    MM  MM 1016.6    MM  17.8    MM   MM   MM    MM
2024 10 14 22 42 230  3.6  4.6    MM    MM    MM  MM 1016.7    MM  17.9    MM   MM   MM    MM
2024 10 14 22 36 230  4.1  5.1    MM    MM    MM  MM 1016.7    MM  17.8    MM   MM   MM    MM
2024 10 14 22 30 230  4.1  4.6    MM    MM    MM  MM 1016.7  18.6  18.0    MM   MM   MM    MM
2024 10 14 22 24 230  3.6  4.1    MM    MM    MM  MM 1016.7  18.5  18.3    MM   MM   MM    MM
2024 10 14 22 18 230  4.1  4.6    MM    MM    MM  MM 1016.8    MM  18.6    MM   MM   MM    MM
2024 10 14 22 12 230  4.1  4.6    MM    MM    MM  MM 1016.8    MM  18.5    MM   MM   MM    MM
2024 10 14 22 06 230  4.1  4.6    MM    MM    MM  MM 1016.8    MM  18.5    MM   MM   MM    MM
2024 10 14 22 00 230  4.1  4.6    MM    MM    MM  MM 1016.8  18.4  18.5    MM   MM -2.0    MM
2024 10 14 21 54 230  4.1  4.6    MM    MM    MM  MM 1016.9  18.4  18.5    MM   MM   MM    MM
2024 10 14 21 48 230  4.1  4.6    MM    MM    MM  MM 1016.9    MM    MM    MM   MM   MM    MM
2024 10 14 21 42 230  4.1  4.1    MM    MM    MM  MM 1017.0  18.4  18.4    MM   MM   MM    MM
2024 10 14 21 36 230  3.6  4.1    MM    MM    MM  MM 1017.0  18.3  18.3    MM   MM   MM    MM
2024 10 14 21 30 240  4.1  4.6    MM    MM    MM  MM 1017.1  18.2  18.3    MM   MM   MM    MM
2024 10 14 21 24 240  4.6  4.6    MM    MM    MM  MM 1017.1  18.3  18.2    MM   MM   MM    MM
2024 10 14 21 18 240  4.6  5.1    MM    MM    MM  MM 1017.0  18.3  18.0    MM   MM   MM    MM
2024 10 14 21 12 230  4.6  5.1    MM    MM    MM  MM 1017.0  18.3  17.8    MM   MM   MM    MM
2024 10 14 21 06 230  4.1  4.6    MM    MM    MM  MM 1017.1  18.2  17.8    MM   MM   MM    MM
2024 10 14 21 00 240  4.6  4.6    MM    MM    MM  MM 1017.2  18.3  17.4    MM   MM -1.9    MM
2024 10 14 20 54 230  4.1  4.6    MM    MM    MM  MM 1017.2  18.3  17.5    MM   MM   MM    MM
2024 10 14 20 48 240  4.1  4.6    MM    MM    MM  MM 1017.3    MM    MM    MM   MM   MM    MM
2024 10 14 20 42 240  4.1  4.6    MM    MM    MM  MM 1017.4    MM  17.6    MM   MM   MM    MM
2024 10 14 20 36 230  4.1  4.6    MM    MM    MM  MM 1017.5    MM  18.0    MM   MM   MM    MM
2024 10 14 20 30 240  4.1  4.6    MM    MM    MM  MM 1017.6  18.2  18.0    MM   MM   MM    MM
2024 10 14 20 24 240  4.1  4.6    MM    MM    MM  MM 1017.7  18.3  17.8    MM   MM   MM    MM
2024 10 14 20 18 240  3.6  4.1    MM    MM    MM  MM 1017.7    MM    MM    MM   MM   MM    MM
2024 10 14 20 12 240  4.1  4.6    MM    MM    MM  MM 1017.8  18.2  17.4    MM   MM   MM    MM
2024 10 14 20 06 240  4.1  4.6    MM    MM    MM  MM 1017.9  18.2  17.3    MM   MM   MM    MM
2024 10 14 20 00 240  4.1  4.6    MM    MM    MM  MM 1017.9  18.3  17.3    MM   MM -1.2    MM
2024 10 14 19 54 240  4.1  4.1    MM    MM    MM  MM 1018.0  18.3  17.6    MM   MM   MM    MM
2024 10 14 19 48 240  3.6  4.1    MM    MM    MM  MM 1018.1    MM  17.7    MM   MM   MM    MM
2024 10 14 19 42 240  3.6  3.6    MM    MM    MM  MM 1018.2    MM  17.5    MM   MM   MM    MM
2024 10 14 19 36 240  3.6  4.1    MM    MM    MM  MM 1018.3    MM  17.8    MM   MM   MM    MM
2024 10 14 19 30 250  3.1  3.6    MM    MM    MM  MM 1018.4  18.7  18.0    MM   MM   MM    MM
2024 10 14 19 24 260  2.6  2.6    MM    MM    MM  MM 1018.5  18.9  18.0    MM   MM   MM    MM
2024 10 14 19 18 270  2.1  2.6    MM    MM    MM  MM 1018.5    MM  17.9    MM   MM   MM    MM
2024 10 14 19 12 270  2.1  2.6    MM    MM    MM  MM 1018.6  18.7  17.9    MM   MM   MM    MM
2024 10 14 19 06 270  2.1  2.6    MM    MM    MM  MM 1018.7  18.8  17.9    MM   MM   MM    MM
2024 10 14 19 00 280  2.1  2.6    MM    MM    MM  MM 1018.8  19.0  18.0    MM   MM +0.0    MM
2024 10 14 18 54 280  1.5  2.6    MM    MM    MM  MM 1018.8  19.0  17.9    MM   MM   MM    MM
2024 10 14 18 48 290  2.1  2.6    MM    MM    MM  MM 1018.8    MM    MM    MM   MM   MM    MM
2024 10 14 18 42 290  1.5  1.5    MM    MM    MM  MM 1018.9  19.7  17.9    MM   MM   MM    MM
2024 10 14 18 36 290  1.5  2.1    MM    MM    MM  MM 1018.9  19.4  18.0    MM   MM   MM    MM
2024 10 14 18 30 280  1.5  2.1    MM    MM    MM  MM 1019.0  19.3  17.9    MM   MM   MM    MM
2024 10 14 18 24 280  1.5  2.1    MM    MM    MM  MM 1019.0  19.8  17.9    MM   MM   MM    MM
2024 10 14 18 18 290  1.0  1.5    MM    MM    MM  MM 1019.1    MM    MM    MM   MM   MM    MM
2024 10 14 18 12 300  1.0  1.5    MM    MM    MM  MM 1019.1  19.9  17.8    MM   MM   MM    MM
2024 10 14 18 06 290  1.5  1.5    MM    MM    MM  MM 1019.1  20.0  17.8    MM   MM   MM    MM
2024 10 14 18 00 290  1.0  1.0    MM    MM    MM  MM 1019.1  19.9  17.8    MM   MM +0.7    MM
2024 10 14 17 54 340  0.5  1.0    MM    MM    MM  MM 1019.1  19.3  17.7    MM   MM   MM    MM
2024 10 14 17 48 340  1.0  1.0    MM    MM    MM  MM 1019.1  19.2  17.7    MM   MM   MM    MM
2024 10 14 17 42 310  1.0  1.5    MM    MM    MM  MM 1019.1  19.1  17.9    MM   MM   MM    MM
2024 10 14 17 36 310  1.5  1.5    MM    MM    MM  MM 1019.1  19.1  17.9    MM   MM   MM    MM
2024 10 14 17 30 320  1.0  1.5    MM    MM    MM  MM 1019.1  19.0  17.8    MM   MM   MM    MM
2024 10 14 17 24 330  1.5  1.5    MM    MM    MM  MM 1019.1  19.2  17.7    MM   MM   MM    MM
2024 10 14 17 18  MM  0.0  1.0    MM    MM    MM  MM 1019.1    MM    MM    MM   MM   MM    MM
2024 10 14 17 12  MM  0.0  0.5    MM    MM    MM  MM 1019.1  20.6  17.8    MM   MM   MM    MM
2024 10 14 17 06  MM  0.0  0.5    MM    MM    MM  MM 1019.1  21.1  17.8    MM   MM   MM    MM
2024 10 14 17 00  MM  0.0  0.5    MM    MM    MM  MM 1019.1  20.8  17.8    MM   MM +1.3    MM
2024 10 14 16 54  MM  0.0  0.5    MM    MM    MM  MM 1019.1  20.2  17.9    MM   MM   MM    MM
2024 10 14 16 48  MM  0.0  0.5    MM    MM    MM  MM 1019.1    MM    MM    MM   MM   MM    MM
2024 10 14 16 42  MM  0.0  1.5    MM    MM    MM  MM 1019.0  19.2  17.8    MM   MM   MM    MM
2024 10 14 16 36 150  2.1  2.6    MM    MM    MM  MM 1019.1  18.5  17.8    MM   MM   MM    MM
2024 10 14 16 30 110  2.1  3.1    MM    MM    MM  MM 1019.0  18.5  17.8    MM   MM   MM    MM
2024 10 14 16 24 120  2.1  3.6    MM    MM    MM  MM 1019.0  18.3  17.8    MM   MM   MM    MM
2024 10 14 16 18 120  2.6  4.1    MM    MM    MM  MM 1019.0    MM    MM    MM   MM   MM    MM
2024 10 14 16 12 120  3.1  4.6    MM    MM    MM  MM 1019.0  18.0  17.8    MM   MM   MM    MM
2024 10 14 16 06 120  1.5  4.1    MM    MM    MM  MM 1019.0  18.1  17.6    MM   MM   MM    MM
2024 10 14 16 00 120  3.1  3.6    MM    MM    MM  MM 1018.9  17.9  17.5    MM   MM +1.5    MM
2024 10 14 15 54 130  3.1  4.6    MM    MM    MM  MM 1018.9  17.7  17.2    MM   MM   MM    MM
2024 10 14 15 48 120  3.6  4.6    MM    MM    MM  MM 1018.9    MM  17.5    MM   MM   MM    MM
2024 10 14 15 42 120  3.6  4.6    MM    MM    MM  MM 1018.8  17.5  17.6    MM   MM   MM    MM
2024 10 14 15 36 120  3.1  4.1    MM    MM    MM  MM 1018.8  17.5  17.5    MM   MM   MM    MM
2024 10 14 15 30 120  3.1  4.1    MM    MM    MM  MM 1018.7  17.2  17.5    MM   MM   MM    MM
2024 10 14 15 24 170  3.6  4.1    MM    MM    MM  MM 1018.7  17.1  17.4    MM   MM   MM    MM
2024 10 14 15 18 170  3.1  4.6    MM    MM    MM  MM 1018.7    MM  17.8    MM   MM   MM    MM
2024 10 14 15 12 170  3.1  4.6    MM    MM    MM  MM 1018.6  17.0  17.7    MM   MM   MM    MM
2024 10 14 15 06 160  2.6  3.1    MM    MM    MM  MM 1018.5  17.1  17.6    MM   MM   MM    MM
2024 10 14 15 00 160  2.6  3.6    MM    MM    MM  MM 1018.4  17.0  17.5    MM   MM +1.4    MM
2024 10 14 14 54 160  2.1  3.1    MM    MM    MM  MM 1018.3  17.0  17.2    MM   MM   MM    MM
2024 10 14 14 48 140  2.1  3.1    MM    MM    MM  MM 1018.2    MM  17.2    MM   MM   MM    MM
2024 10 14 14 42 120  2.1  2.6    MM    MM    MM  MM 1018.2  16.9  17.1    MM   MM   MM    MM
2024 10 14 14 36 110  2.1  2.6    MM    MM    MM  MM 1018.1  16.8  17.0    MM   MM   MM    MM
2024 10 14 14 30 110  2.1  3.1    MM    MM    MM  MM 1018.0  16.8  17.0    MM   MM   MM    MM
2024 10 14 14 24 130  2.6  3.1    MM    MM    MM  MM 1018.0  16.8  16.9    MM   MM   MM    MM
2024 10 14 14 18 110  2.1  2.6    MM    MM    MM  MM 1017.9    MM    MM    MM   MM   MM    MM
2024 10 14 14 12 100  2.1  3.1    MM    MM    MM  MM 1017.9  16.8  16.9    MM   MM   MM    MM
2024 10 14 14 06 100  2.1  2.6    MM    MM    MM  MM 1017.8  16.8  16.8    MM   MM   MM    MM
2024 10 14 14 00 100  2.6  3.1    MM    MM    MM  MM 1017.8  16.8  16.8    MM   MM +1.0    MM
2024 10 14 13 54  90  1.5  1.5    MM    MM    MM  MM 1017.7  16.8  16.6    MM   MM   MM    MM
2024 10 14 13 48  90  1.5  2.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2024 10 14 13 42  80  1.5  2.1    MM    MM    MM  MM 1017.6    MM  15.9    MM   MM   MM    MM
2024 10 14 13 36 100  2.1  2.1    MM    MM    MM  MM 1017.6    MM  15.2    MM   MM   MM    MM
2024 10 14 13 30 100  1.5  2.1    MM    MM    MM  MM 1017.6  16.7  15.2    MM   MM   MM    MM
2024 10 14 13 24 110  2.1  2.6    MM    MM    MM  MM 1017.5  16.7  14.8    MM   MM   MM    MM
2024 10 14 13 18 120  2.1  3.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2024 10 14 13 12 130  2.1  3.1    MM    MM    MM  MM 1017.5  16.7  14.5    MM   MM   MM    MM
2024 10 14 13 06 120  1.5  2.1    MM    MM    MM  MM 1017.4  16.7  14.4    MM   MM   MM    MM
2024 10 14 13 00 110  0.5  2.1    MM    MM    MM  MM 1017.4  16.6  14.4    MM   MM +0.4    MM
2024 10 14 12 54 130  1.0  1.5    MM    MM    MM  MM 1017.3  16.7  14.4    MM   MM   MM    MM
2024 10 14 12 48 100  1.5  2.1    MM    MM    MM  MM 1017.3    MM    MM    MM   MM   MM    MM
2024 10 14 12 42  90  1.5  2.1    MM    MM    MM  MM 1017.3  16.7  14.4    MM   MM   MM    MM
2024 10 14 12 36  90  2.1  2.6    MM    MM    MM  MM 1017.2  16.6  14.4    MM   MM   MM    MM
2024 10 14 12 30 100  2.1  2.1    MM    MM    MM  MM 1017.2  16.6  14.5    MM   MM   MM    MM
2024 10 14 12 24 120  1.5  2.1    MM    MM    MM  MM 1017.1  16.7  14.5    MM   MM   MM    MM
2024 10 14 12 18 120  1.0  1.5    MM    MM    MM  MM 1017.1    MM  14.5    MM   MM   MM    MM
2024 10 14 12 12  MM  0.0  1.5    MM    MM    MM  MM 1017.1  16.7  14.5    MM   MM   MM    MM
2024 10 14 12 06 100  1.5  2.1    MM    MM    MM  MM 1017.0  16.7  14.6    MM   MM   MM    MM
2024 10 14 12 00 100  2.1  2.6    MM    MM    MM  MM 1017.0  16.6  14.7    MM   MM +0.0    MM
2024 10 14 11 54 100  2.1  2.6    MM    MM    MM  MM 1017.0  16.5  15.0    MM   MM   MM    MM
2024 10 14 11 48 110  1.5  2.6    MM    MM    MM  MM 1017.0  16.6  15.2    MM   MM   MM    MM
2024 10 14 11 42 120  1.5  2.1    MM    MM    MM  MM 1017.0  16.6  15.6    MM   MM   MM    MM
2024 10 14 11 36 110  1.5  2.1    MM    MM    MM  MM 1016.9  16.6  16.0    MM   MM   MM    MM
2024 10 14 11 30 150  1.5  2.1    MM    MM    MM  MM 1016.8  16.5  16.3    MM   MM   MM    MM
2024 10 14 11 24 150  1.5  2.1    MM    MM    MM  MM 1016.8  16.5  16.7    MM   MM   MM    MM
2024 10 14 11 18 160  2.1  2.1    MM    MM    MM  MM 1016.8    MM    MM    MM   MM   MM    MM
2024 10 14 11 12 150  1.5  2.1    MM    MM    MM  MM 1016.8  16.5  17.2    MM   MM   MM    MM
2024 10 14 11 06 140  2.1  2.1    MM    MM    MM  MM 1016.8  16.5  17.6    MM   MM   MM    MM
2024 10 14 11 00 140  1.0  1.0    MM    MM    MM  MM 1016.8  16.5  17.7    MM   MM -0.5    MM
2024 10 14 10 54 140  1.0  1.5    MM    MM    MM  MM 1016.8  16.5  17.7    MM   MM   MM    MM
2024 10 14 10 48 140  1.0  1.5    MM    MM    MM  MM 1016.8    MM  17.7    MM   MM   MM    MM
2024 10 14 10 42 170  1.5  1.5    MM    MM    MM  MM 1016.8    MM  17.6    MM   MM   MM    MM
2024 10 14 10 36 180  1.0  1.5    MM    MM    MM  MM 1016.8    MM  17.6    MM   MM   MM    MM
2024 10 14 10 30 150  0.5  1.0    MM    MM    MM  MM 1016.8  16.6  17.6    MM   MM   MM    MM
2024 10 14 10 24  50  1.0  1.0    MM    MM    MM  MM 1016.8  16.7  17.6    MM   MM   MM    MM
2024 10 14 10 18  20  0.5  1.0    MM    MM    MM  MM 1016.9    MM  17.4    MM   MM   MM    MM
2024 10 14 10 12  MM  0.0  0.5    MM    MM    MM  MM 1016.8  16.5  17.4    MM   MM   MM    MM
2024 10 14 10 06  80  0.5  1.5    MM    MM    MM  MM 1016.9  16.4  17.0    MM   MM   MM    MM
2024 10 14 10 00 110  1.0  1.5    MM    MM    MM  MM 1017.0  16.2  16.4    MM   MM -0.5    MM
2024 10 14 09 54 100  1.0  1.5    MM    MM    MM  MM 1017.0  16.2  16.2    MM   MM   MM    MM
2024 10 14 09 48  MM  0.0  0.5    MM    MM    MM  MM 1017.0    MM    MM    MM   MM   MM    MM
2024 10 14 09 42 110  0.5  1.0    MM    MM    MM  MM 1017.0  16.1  16.0    MM   MM   MM    MM
2024 10 14 09 36  80  0.5  1.0    MM    MM    MM  MM 1017.0  16.2  16.3    MM   MM   MM    MM
2024 10 14 09 30  MM  0.0  0.5    MM    MM    MM  MM 1017.0  16.3  16.2    MM   MM   MM    MM
2024 10 14 09 24 110  0.5  1.0    MM    MM    MM  MM 1017.0  16.3  16.4    MM   MM   MM    MM
2024 10 14 09 18 110  0.5  1.0    MM    MM    MM  MM 1017.0  16.4  16.7    MM   MM   MM    MM
2024 10 14 09 12  MM  0.0  1.0    MM    MM    MM  MM 1017.1  16.6  16.4    MM   MM   MM    MM
2024 10 14 09 06  80  0.5  1.0    MM    MM    MM  MM 1017.1  16.6  16.3    MM   MM   MM    MM
2024 10 14 09 00  MM  0.0  0.5    MM    MM    MM  MM 1017.2  16.4  16.2    MM   MM -0.6    MM
2024 10 14 08 54  MM  0.0  0.5    MM    MM    MM  MM 1017.2  16.4  16.3    MM   MM   MM    MM
2024 10 14 08 48 150  0.5  1.0    MM    MM    MM  MM 1017.2    MM  16.7    MM   MM   MM    MM
2024 10 14 08 42 140  1.0  1.5    MM    MM    MM  MM 1017.2  16.6  16.8    MM   MM   MM    MM
2024 10 14 08 36 160  1.0  1.5    MM    MM    MM  MM 1017.2  16.6  17.2    MM   MM   MM    MM
2024 10 14 08 30  MM  0.0  0.5    MM    MM    MM  MM 1017.3  16.8  17.6    MM   MM   MM    MM
2024 10 14 08 24  MM  0.0  0.5    MM    MM    MM  MM 1017.3  16.9  18.0    MM   MM   MM    MM
2024 10 14 08 18  80  0.5  1.0    MM    MM    MM  MM 1017.3    MM    MM    MM   MM   MM    MM
2024 10 14 08 12  70  1.0  1.0    MM    MM    MM  MM 1017.3  16.9  18.0    MM   MM   MM    MM
2024 10 14 08 06  80  1.0  1.5    MM    MM    MM  MM 1017.3  16.9  18.1    MM   MM   MM    MM
2024 10 14 08 00  70  1.0  1.5    MM    MM    MM  MM 1017.3  16.9  18.1    MM   MM -0.3    MM
2024 10 14 07 54  90  1.0  1.5    MM    MM    MM  MM 1017.2  16.9  18.2    MM   MM   MM    MM
2024 10 14 07 48  70  1.0  1.5    MM    MM    MM  MM 1017.3    MM  18.2    MM   MM   MM    MM
2024 10 14 07 42 100  1.5  2.1    MM    MM    MM  MM 1017.3  16.9  18.2    MM   MM   MM    MM
2024 10 14 07 36 150  1.0  1.5    MM    MM    MM  MM 1017.3  16.9  18.2    MM   MM   MM    MM
2024 10 14 07 30  MM  0.0  1.5    MM    MM    MM  MM 1017.3  16.9  18.2    MM   MM   MM    MM
2024 10 14 07 24 140  0.5  1.5    MM    MM    MM  MM 1017.3  17.0  18.2    MM   MM   MM    MM
2024 10 14 07 18 140  1.5  2.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2024 10 14 07 12 110  0.5  2.1    MM    MM    MM  MM 1017.4  17.0  18.2    MM   MM   MM    MM
2024 10 14 07 06 130  1.5  2.1    MM    MM    MM  MM 1017.4  17.0  18.1    MM   MM   MM    MM
2024 10 14 07 00 150  1.5  2.1    MM    MM    MM  MM 1017.5  17.0  18.1    MM   MM +0.3    MM
2024 10 14 06 54 160  1.0  1.5    MM    MM    MM  MM 1017.6  17.1  18.1    MM   MM   MM    MM
2024 10 14 06 48 170  1.5  2.1    MM    MM    MM  MM 1017.6    MM  18.1    MM   MM   MM    MM
2024 10 14 06 42 150  1.0  1.5    MM    MM    MM  MM 1017.6    MM  18.1    MM   MM   MM    MM
2024 10 14 06 36 170  0.5  1.5    MM    MM    MM  MM 1017.6    MM  18.1    MM   MM   MM    MM
2024 10 14 06 30 140  1.0  1.5    MM    MM    MM  MM 1017.7  17.1  18.2    MM   MM   MM    MM
2024 10 14 06 24  MM  0.0  1.0    MM    MM    MM  MM 1017.7  17.0  18.1    MM   MM   MM    MM
2024 10 14 06 18 150  1.0  1.0    MM    MM    MM  MM 1017.7  16.9  18.1    MM   MM   MM    MM
2024 10 14 06 12 120  0.5  1.0    MM    MM    MM  MM 1017.7  16.9  18.1    MM   MM   MM    MM
2024 10 14 06 06 100  1.0  1.0    MM    MM    MM  MM 1017.8  16.9  18.1    MM   MM   MM    MM
2024 10 14 06 00 130  0.5  1.0    MM    MM    MM  MM 1017.8  16.9  18.0    MM   MM +1.0    MM
2024 10 14 05 54  MM  0.0  0.5    MM    MM    MM  MM 1017.7  17.0  18.0    MM   MM   MM    MM
2024 10 14 05 48  90  0.5  1.0    MM    MM    MM  MM 1017.7    MM    MM    MM   MM   MM    MM
2024 10 14 05 42 100  1.0  1.0    MM    MM    MM  MM 1017.7  17.0  18.1    MM   MM   MM    MM
2024 10 14 05 36  20  0.5  1.0    MM    MM    MM  MM 1017.7  17.1  18.0    MM   MM   MM    MM
2024 10 14 05 30  MM  0.0  1.0    MM    MM    MM  MM 1017.7  17.1  18.0    MM   MM   MM    MM
2024 10 14 05 24  MM  0.0  1.0    MM    MM    MM  MM 1017.7  17.1  18.0    MM   MM   MM    MM
2024 10 14 05 18  70  0.5  0.5    MM    MM    MM  MM 1017.7  17.0  18.0    MM   MM   MM    MM
2024 10 14 05 12  70  0.5  1.0    MM    MM    MM  MM 1017.7  16.9  17.9    MM   MM   MM    MM
2024 10 14 05 06  MM  0.0  0.5    MM    MM    MM  MM 1017.6  17.0  18.0    MM   MM   MM    MM
2024 10 14 05 00  80  0.5  1.0    MM    MM    MM  MM 1017.6  17.1  18.0    MM   MM +1.4    MM
2024 10 14 04 54  70  0.5  1.0    MM    MM    MM  MM 1017.5  17.2  17.9    MM   MM   MM    MM
2024 10 14 04 48  90  0.5  1.0    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2024 10 14 04 42  MM  0.0  1.0    MM    MM    MM  MM 1017.5  17.3  18.0    MM   MM   MM    MM
2024 10 14 04 36  50  1.0  1.5    MM    MM    MM  MM 1017.4  17.4  18.0    MM   MM   MM    MM
2024 10 14 04 30 310  0.5  1.5    MM    MM    MM  MM 1017.4  17.5  17.9    MM   MM   MM    MM
2024 10 14 04 24  MM  0.0  1.0    MM    MM    MM  MM 1017.4  17.5  17.9    MM   MM   MM    MM
2024 10 14 04 18 270  0.5  1.0    MM    MM    MM  MM 1017.3    MM  18.0    MM   MM   MM    MM
2024 10 14 04 12  MM  0.0  1.5    MM    MM    MM  MM 1017.3  17.5  18.0    MM   MM   MM    MM
2024 10 14 04 06 360  1.5  2.1    MM    MM    MM  MM 1017.3  17.6  18.0    MM   MM   MM    MM
2024 10 14 04 00 350  2.1  2.1    MM    MM    MM  MM 1017.2  17.6  18.0    MM   MM +1.4    MM
2024 10 14 03 54 350  1.5  2.1    MM    MM    MM  MM 1017.2  17.6  18.0    MM   MM   MM    MM
2024 10 14 03 48 270  0.5  1.0    MM    MM    MM  MM 1017.1    MM  18.0    MM   MM   MM    MM
2024 10 14 03 42 270  0.5  1.5    MM    MM    MM  MM 1017.2  17.5  17.9    MM   MM   MM    MM
2024 10 14 03 36  MM  0.0  0.5    MM    MM    MM  MM 1017.1  17.5  17.9    MM   MM   MM    MM
2024 10 14 03 30  MM  0.0  0.5    MM    MM    MM  MM 1017.1  17.5  17.9    MM   MM   MM    MM
2024 10 14 03 24  MM  0.0  1.5    MM    MM    MM  MM 1017.1  17.5  17.8    MM   MM   MM    MM
2024 10 14 03 18 300  1.5  2.1    MM    MM    MM  MM 1017.1    MM  17.8    MM   MM   MM    MM
2024 10 14 03 12 310  1.0  1.5    MM    MM    MM  MM 1017.0  17.6  17.7    MM   MM   MM    MM
2024 10 14 03 06 310  1.0  1.5    MM    MM    MM  MM 1016.9  17.6  17.7    MM   MM   MM    MM
2024 10 14 03 00 360  1.0  3.1    MM    MM    MM  MM 1016.8  17.6  17.6    MM   MM +1.1    MM
2024 10 14 02 54 330  2.1  3.1    MM    MM    MM  MM 1016.8  17.7  17.4    MM   MM   MM    MM
2024 10 14 02 48 310  0.5  2.6    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2024 10 14 02 42  MM  0.0  1.0    MM    MM    MM  MM 1016.8  17.7  17.3    MM   MM   MM    MM
2024 10 14 02 36 320  1.5  3.1    MM    MM    MM  MM 1016.7  17.7  17.5    MM   MM   MM    MM
2024 10 14 02 30 320  1.0  1.5    MM    MM    MM  MM 1016.6  17.7  17.4    MM   MM   MM    MM
2024 10 14 02 24  MM  0.0  1.5    MM    MM    MM  MM 1016.5  17.7  17.6    MM   MM   MM    MM
2024 10 14 02 18 310  0.5  2.1    MM    MM    MM  MM 1016.4    MM    MM    MM   MM   MM    MM
2024 10 14 02 12 330  1.5  2.1    MM    MM    MM  MM 1016.3  17.6  17.7    MM   MM   MM    MM
2024 10 14 02 06  MM  0.0  0.5    MM    MM    MM  MM 1016.3  17.5  17.7    MM   MM   MM    MM
2024 10 14 02 00 300  0.5  1.0    MM    MM    MM  MM 1016.2    MM  17.7    MM   MM +0.5    MM
2024 10 14 01 54 310  1.5  2.1    MM    MM    MM  MM 1016.2    MM  17.6    MM   MM   MM    MM
2024 10 14 01 48 300  1.0  2.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2024 10 14 01 42 290  0.5  1.0    MM    MM    MM  MM     MM    MM  17.6    MM   MM   MM    MM
2024 10 14 01 36 310  1.0  1.5    MM    MM    MM  MM     MM    MM  17.6    MM   MM   MM    MM
2024 10 14 01 30 280  1.0  1.5    MM    MM    MM  MM 1016.0  17.7  17.7    MM   MM   MM    MM
2024 10 14 01 24 290  1.0  1.5    MM    MM    MM  MM 1015.9  17.7  17.7    MM   MM   MM    MM
2024 10 14 01 18 270  1.0  1.5    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2024 10 14 01 12 300  1.0  1.5    MM    MM    MM  MM 1015.9  18.1  17.6    MM   MM   MM    MM
2024 10 14 01 06 280  1.0  1.5    MM    MM    MM  MM 1015.8  18.5  17.4    MM   MM   MM    MM
2024 10 14 01 00 280  1.5  2.1    MM    MM    MM  MM 1015.8  18.7  17.1    MM   MM +0.0    MM
2024 10 14 00 54 290  1.5  2.1    MM    MM    MM  MM 1015.8  18.8  16.8    MM   MM   MM    MM
2024 10 14 00 48 280  1.5  2.1    MM    MM    MM  MM 1015.8    MM    MM    MM   MM   MM    MM
2024 10 14 00 42 280  2.1  2.6    MM    MM    MM  MM 1015.8  18.8  17.0    MM   MM   MM    MM
2024 10 14 00 36 280  1.0  2.1    MM    MM    MM  MM 1015.8  19.2  16.8    MM   MM   MM    MM
2024 10 14 00 30 270  1.5  2.1    MM    MM    MM  MM 1015.9  18.9  16.9    MM   MM   MM    MM
2024 10 14 00 24 270  2.1  2.6    MM    MM    MM  MM 1015.8  18.8  16.6    MM   MM   MM    MM
2024 10 14 00 18 250  1.5  2.6    MM    MM    MM  MM 1015.8    MM    MM    MM   MM   MM    MM
2024 10 14 00 12 270  1.5  2.1    MM    MM    MM  MM 1015.8  19.1  15.1    MM   MM   MM    MM
2024 10 14 00 06 260  2.1  2.1    MM    MM    MM  MM 1015.8  19.1  15.0    MM   MM   MM    MM
2024 10 14 00 00 270  1.5  2.1    MM    MM    MM  MM 1015.7  19.0  15.4    MM   MM -0.4    MM
2024 10 13 23 54 260  1.5  2.1    MM    MM    MM  MM 1015.7  19.1  15.1    MM   MM   MM    MM
2024 10 13 23 48 270  1.0  2.1    MM    MM    MM  MM 1015.7    MM  15.0    MM   MM   MM    MM
2024 10 13 23 42 250  1.5  2.1    MM    MM    MM  MM 1015.8  18.9  15.1    MM   MM   MM    MM
2024 10 13 23 36 250  1.5  2.1    MM    MM    MM  MM 1015.7  18.9  15.1    MM   MM   MM    MM
2024 10 13 23 30 270  2.1  2.1    MM    MM    MM  MM 1015.8  18.9  15.1    MM   MM   MM    MM
2024 10 13 23 24 270  1.5  2.6    MM    MM    MM  MM 1015.8  18.8  14.9    MM   MM   MM    MM
2024 10 13 23 18 260  1.5  2.1    MM    MM    MM  MM 1015.7    MM  14.9    MM   MM   MM    MM
